"","mid","sec","s","r"
"29100",204840,82380480,30,117
"29101",286659,82380900,2,89
"29102",299100,82380900,2,89
"29103",27974,82384500,144,95
"29104",60920,82385700,23,135
"29105",272911,82386000,140,64
"29106",272911,82386000,140,32
"29107",272911,82386000,140,141
"29108",272911,82386000,140,141
"29109",299103,82389480,125,89
"29110",377402,82389480,125,89
"29111",299106,82390560,103,89
"29112",295344,82392540,89,45
"29113",295344,82392540,89,87
"29114",295344,82392540,89,87
"29115",295345,82392780,89,125
"29116",295348,82393560,89,87
"29117",196474,82394160,113,104
"29118",196474,82394160,113,104
"29119",397462,82398000,73,109
"29120",397462,82398000,73,109
"29121",291401,82442040,109,73
"29122",102096,82449000,140,134
"29123",48722,82449540,21,30
"29124",48722,82449540,21,30
"29125",48721,82450320,117,30
"29126",48720,82453200,60,30
"29127",118647,82453200,60,30
"29128",377407,82453740,125,34
"29129",60916,82455300,23,135
"29130",30930,82455360,134,138
"29131",30930,82455360,134,92
"29132",24650,82456860,134,126
"29133",24650,82456860,134,126
"29134",177450,82456860,134,126
"29135",177450,82456860,134,126
"29136",267858,82458720,12,129
"29137",46448,82460460,80,94
"29138",46448,82460460,80,94
"29139",46447,82460520,80,104
"29140",196471,82460520,80,104
"29141",299116,82461720,125,89
"29142",377408,82461720,125,89
"29143",283749,82463280,109,73
"29144",283749,82463280,109,38
"29145",128046,82463940,30,60
"29146",71929,82467780,81,44
"29147",235156,82467780,81,44
"29148",71928,82471620,81,6
"29149",71928,82471620,81,6
"29150",204827,82479240,30,54
"29151",41090,82527420,90,90
"29152",61181,82536180,135,8
"29153",71926,82536900,81,6
"29154",71926,82536900,81,44
"29155",71926,82536900,81,106
"29156",71926,82536900,81,6
"29157",71926,82536900,81,44
"29158",71926,82536900,81,106
"29159",235154,82536900,81,6
"29160",235154,82536900,81,44
"29161",235154,82536900,81,106
"29162",235154,82536900,81,6
"29163",235154,82536900,81,44
"29164",235154,82536900,81,106
"29165",273842,82537740,112,34
"29166",195759,82538400,104,147
"29167",195761,82542300,104,80
"29168",195761,82542300,104,85
"29169",48701,82542840,54,30
"29170",47072,82543500,135,80
"29171",40767,82545120,90,90
"29172",40767,82545120,90,90
"29173",295354,82555020,89,43
"29174",294738,82557300,89,89
"29175",273843,82616760,112,69
"29176",273843,82616760,112,21
"29177",273843,82616760,112,69
"29178",273843,82616760,112,21
"29179",273844,82796520,112,21
"29180",299129,82804860,103,89
"29181",299129,82804860,103,89
"29182",40765,82955220,90,122
"29183",40765,82955220,90,23
"29184",40765,82955220,90,29
"29185",40765,82955220,90,90
"29186",40765,82955220,90,90
"29187",81842,82962960,95,6
"29188",295359,82964760,89,34
"29189",24636,82965960,80,135
"29190",46443,82966860,80,135
"29191",294737,82968120,89,89
"29192",267016,82971960,43,79
"29193",191331,82973100,77,117
"29194",191331,82973100,77,117
"29195",40760,82973280,90,90
"29196",40760,82973280,90,90
"29197",97233,82973460,46,46
"29198",23600,82973520,143,95
"29199",23600,82973520,143,95
"29200",118037,82973640,138,134
"29201",40757,82994400,90,90
"29202",40757,82994400,90,90
"29203",41077,82995720,90,90
"29204",41077,82995720,90,90
"29205",299137,82997040,103,89
"29206",299137,82997040,103,89
"29207",236367,82997580,44,44
"29208",295367,83006760,89,45
"29209",175149,83040600,122,133
"29210",46442,83048520,80,135
"29211",41076,83050680,90,130
"29212",41076,83050680,90,90
"29213",41076,83050680,90,90
"29214",27662,83052600,106,72
"29215",27662,83052600,106,41
"29216",27662,83052600,106,84
"29217",27662,83052600,106,76
"29218",27662,83052600,106,146
"29219",27662,83052600,106,99
"29220",27662,83052600,106,53
"29221",27662,83052600,106,101
"29222",27662,83052600,106,6
"29223",27662,83052600,106,52
"29224",47804,83052600,106,72
"29225",47804,83052600,106,41
"29226",47804,83052600,106,84
"29227",47804,83052600,106,76
"29228",47804,83052600,106,146
"29229",47804,83052600,106,99
"29230",47804,83052600,106,53
"29231",47804,83052600,106,101
"29232",47804,83052600,106,6
"29233",47804,83052600,106,52
"29234",80651,83052600,106,72
"29235",80651,83052600,106,41
"29236",80651,83052600,106,84
"29237",80651,83052600,106,76
"29238",80651,83052600,106,146
"29239",80651,83052600,106,99
"29240",80651,83052600,106,53
"29241",80651,83052600,106,101
"29242",80651,83052600,106,6
"29243",80651,83052600,106,52
"29244",24634,83054700,23,130
"29245",24634,83054700,23,135
"29246",71329,83054700,23,130
"29247",71329,83054700,23,135
"29248",24633,83057340,80,135
"29249",24633,83057340,80,113
"29250",41075,83058180,90,130
"29251",41075,83058180,90,90
"29252",41075,83058180,90,90
"29253",71922,83059200,81,106
"29254",234362,83060220,44,51
"29255",178163,83064960,126,134
"29256",178163,83064960,126,134
"29257",58317,83065560,134,34
"29258",24649,83067480,134,112
"29259",40531,83069160,16,106
"29260",364486,83069160,16,106
"29261",45457,83069760,104,80
"29262",196476,83069760,104,80
"29263",119144,83072400,60,60
"29264",295372,83072820,89,87
"29265",26966,83079060,89,112
"29266",26966,83079060,89,64
"29267",26966,83079060,89,131
"29268",26966,83079060,89,67
"29269",26966,83079060,89,128
"29270",26966,83079060,89,30
"29271",26966,83079060,89,106
"29272",26966,83079060,89,6
"29273",26966,83079060,89,72
"29274",26966,83079060,89,2
"29275",93469,83079060,89,112
"29276",93469,83079060,89,64
"29277",93469,83079060,89,131
"29278",93469,83079060,89,67
"29279",93469,83079060,89,128
"29280",93469,83079060,89,30
"29281",93469,83079060,89,106
"29282",93469,83079060,89,6
"29283",93469,83079060,89,72
"29284",93469,83079060,89,2
"29285",287014,83079060,89,112
"29286",287014,83079060,89,64
"29287",287014,83079060,89,131
"29288",287014,83079060,89,67
"29289",287014,83079060,89,128
"29290",287014,83079060,89,30
"29291",287014,83079060,89,106
"29292",287014,83079060,89,6
"29293",287014,83079060,89,72
"29294",287014,83079060,89,2
"29295",295374,83079060,89,112
"29296",295374,83079060,89,64
"29297",295374,83079060,89,131
"29298",295374,83079060,89,67
"29299",295374,83079060,89,128
"29300",295374,83079060,89,30
"29301",295374,83079060,89,106
"29302",295374,83079060,89,6
"29303",295374,83079060,89,72
"29304",295374,83079060,89,2
"29305",24644,83082660,126,134
"29306",24644,83082660,126,134
"29307",178160,83082660,126,134
"29308",178160,83082660,126,134
"29309",236365,83083620,44,44
"29310",402838,83089440,134,138
"29311",402838,83089440,134,129
"29312",402838,83089440,134,75
"29313",402838,83089440,134,112
"29314",402838,83089440,134,34
"29315",402838,83089440,134,26
"29316",402838,83089440,134,126
"29317",38327,83107980,103,103
"29318",40751,83131080,90,90
"29319",40751,83131080,90,24
"29320",40751,83131080,90,24
"29321",60174,83131080,90,90
"29322",60174,83131080,90,24
"29323",60174,83131080,90,24
"29324",24625,83137260,104,135
"29325",24625,83137260,104,80
"29326",24625,83137260,104,85
"29327",24625,83137260,104,94
"29328",24625,83137260,104,113
"29329",24625,83137260,104,104
"29330",24625,83137260,104,104
"29331",44862,83138040,104,80
"29332",195765,83138040,104,80
"29333",61459,83138760,8,80
"29334",61459,83138760,8,104
"29335",24624,83139300,122,130
"29336",24624,83139300,122,29
"29337",24624,83139300,122,135
"29338",24624,83139300,122,133
"29339",24624,83139300,122,23
"29340",24624,83139300,122,147
"29341",174958,83139300,122,130
"29342",174958,83139300,122,29
"29343",174958,83139300,122,135
"29344",174958,83139300,122,133
"29345",174958,83139300,122,23
"29346",174958,83139300,122,147
"29347",23599,83142240,143,95
"29348",40749,83144520,90,23
"29349",40749,83144520,90,133
"29350",40749,83144520,90,90
"29351",40749,83144520,90,90
"29352",40749,83144520,90,90
"29353",40749,83144520,90,90
"29354",174956,83144520,90,23
"29355",174956,83144520,90,133
"29356",174956,83144520,90,90
"29357",174956,83144520,90,90
"29358",174956,83144520,90,90
"29359",174956,83144520,90,90
"29360",23597,83144760,143,95
"29361",299145,83145960,92,89
"29362",397471,83146200,73,109
"29363",23596,83147040,143,95
"29364",283765,83149440,73,38
"29365",397472,83149440,73,38
"29366",295377,83151480,89,92
"29367",299147,83152560,89,141
"29368",299147,83152560,89,118
"29369",299147,83152560,89,125
"29370",295378,83152680,89,131
"29371",392446,83152680,89,131
"29372",299148,83153160,92,89
"29373",61458,83156520,8,122
"29374",61458,83156520,8,80
"29375",61458,83156520,8,29
"29376",61458,83156520,8,29
"29377",46439,83156880,80,8
"29378",46439,83156880,80,104
"29379",61304,83157120,122,8
"29380",61304,83157120,122,80
"29381",61304,83157120,122,29
"29382",61304,83157120,122,29
"29383",24616,83157840,80,8
"29384",24616,83157840,80,122
"29385",24616,83157840,80,29
"29386",24616,83157840,80,135
"29387",24616,83157840,80,135
"29388",61302,83157840,80,8
"29389",61302,83157840,80,122
"29390",61302,83157840,80,29
"29391",61302,83157840,80,135
"29392",61302,83157840,80,135
"29393",24615,83158260,122,80
"29394",24615,83158260,122,135
"29395",24615,83158260,122,8
"29396",24615,83158260,122,29
"29397",24615,83158260,122,135
"29398",24615,83158260,122,8
"29399",24615,83158260,122,29
"29400",61301,83158260,122,80
"29401",61301,83158260,122,135
"29402",61301,83158260,122,8
"29403",61301,83158260,122,29
"29404",61301,83158260,122,135
"29405",61301,83158260,122,8
"29406",61301,83158260,122,29
"29407",61300,83158740,80,8
"29408",324265,83159100,59,59
"29409",324265,83159100,59,59
"29410",40748,83160360,90,130
"29411",40748,83160360,90,90
"29412",40748,83160360,90,90
"29413",134970,83160660,75,75
"29414",61455,83160780,8,80
"29415",61455,83160780,8,104
"29416",196463,83160780,8,80
"29417",196463,83160780,8,104
"29418",45415,83161440,8,80
"29419",45415,83161440,8,80
"29420",61454,83161440,8,80
"29421",61454,83161440,8,80
"29422",299150,83313780,118,89
"29423",24640,83320320,112,21
"29424",24640,83320320,112,151
"29425",24640,83320320,112,34
"29426",24640,83320320,112,69
"29427",24640,83320320,112,134
"29428",255384,83320320,112,21
"29429",255384,83320320,112,151
"29430",255384,83320320,112,34
"29431",255384,83320320,112,69
"29432",255384,83320320,112,134
"29433",40741,83387940,90,90
"29434",40741,83387940,90,90
"29435",60957,83391180,23,122
"29436",24605,83391780,23,135
"29437",60956,83391780,23,135
"29438",295379,83395080,89,118
"29439",299151,83396640,103,89
"29440",335729,83396700,14,109
"29441",295380,83397180,89,33
"29442",295381,83397180,89,103
"29443",299153,83397720,103,89
"29444",295385,83399280,89,125
"29445",322351,83399280,59,59
"29446",324267,83399760,59,49
"29447",324267,83399760,59,59
"29448",324267,83399760,59,49
"29449",324267,83399760,59,59
"29450",295388,83402640,89,118
"29451",40740,83402820,90,90
"29452",40740,83402820,90,90
"29453",253292,83407200,89,125
"29454",253292,83407200,89,4
"29455",253292,83407200,89,118
"29456",295389,83407200,89,125
"29457",295389,83407200,89,4
"29458",295389,83407200,89,118
"29459",378004,83407200,89,125
"29460",378004,83407200,89,4
"29461",378004,83407200,89,118
"29462",26959,83409960,89,67
"29463",26959,83409960,89,125
"29464",26959,83409960,89,112
"29465",26959,83409960,89,6
"29466",26959,83409960,89,64
"29467",26959,83409960,89,106
"29468",26959,83409960,89,72
"29469",26959,83409960,89,128
"29470",26959,83409960,89,2
"29471",26959,83409960,89,131
"29472",26959,83409960,89,33
"29473",26959,83409960,89,118
"29474",26959,83409960,89,151
"29475",26959,83409960,89,30
"29476",93459,83409960,89,67
"29477",93459,83409960,89,125
"29478",93459,83409960,89,112
"29479",93459,83409960,89,6
"29480",93459,83409960,89,64
"29481",93459,83409960,89,106
"29482",93459,83409960,89,72
"29483",93459,83409960,89,128
"29484",93459,83409960,89,2
"29485",93459,83409960,89,131
"29486",93459,83409960,89,33
"29487",93459,83409960,89,118
"29488",93459,83409960,89,151
"29489",93459,83409960,89,30
"29490",255377,83409960,89,67
"29491",255377,83409960,89,125
"29492",255377,83409960,89,112
"29493",255377,83409960,89,6
"29494",255377,83409960,89,64
"29495",255377,83409960,89,106
"29496",255377,83409960,89,72
"29497",255377,83409960,89,128
"29498",255377,83409960,89,2
"29499",255377,83409960,89,131
"29500",255377,83409960,89,33
"29501",255377,83409960,89,118
"29502",255377,83409960,89,151
"29503",255377,83409960,89,30
"29504",287020,83409960,89,67
"29505",287020,83409960,89,125
"29506",287020,83409960,89,112
"29507",287020,83409960,89,6
"29508",287020,83409960,89,64
"29509",287020,83409960,89,106
"29510",287020,83409960,89,72
"29511",287020,83409960,89,128
"29512",287020,83409960,89,2
"29513",287020,83409960,89,131
"29514",287020,83409960,89,33
"29515",287020,83409960,89,118
"29516",287020,83409960,89,151
"29517",287020,83409960,89,30
"29518",378005,83409960,89,67
"29519",378005,83409960,89,125
"29520",378005,83409960,89,112
"29521",378005,83409960,89,6
"29522",378005,83409960,89,64
"29523",378005,83409960,89,106
"29524",378005,83409960,89,72
"29525",378005,83409960,89,128
"29526",378005,83409960,89,2
"29527",378005,83409960,89,131
"29528",378005,83409960,89,33
"29529",378005,83409960,89,118
"29530",378005,83409960,89,151
"29531",378005,83409960,89,30
"29532",392447,83409960,89,67
"29533",392447,83409960,89,125
"29534",392447,83409960,89,112
"29535",392447,83409960,89,6
"29536",392447,83409960,89,64
"29537",392447,83409960,89,106
"29538",392447,83409960,89,72
"29539",392447,83409960,89,128
"29540",392447,83409960,89,2
"29541",392447,83409960,89,131
"29542",392447,83409960,89,33
"29543",392447,83409960,89,118
"29544",392447,83409960,89,151
"29545",392447,83409960,89,30
"29546",267536,83412300,9,20
"29547",267536,83412300,9,93
"29548",267536,83412300,9,136
"29549",267536,83412300,9,1
"29550",267536,83412300,9,124
"29551",267536,83412300,9,42
"29552",267536,83412300,9,74
"29553",267536,83412300,9,9
"29554",172147,83414220,103,33
"29555",60721,83414760,122,23
"29556",60721,83414760,122,23
"29557",97626,83415480,123,118
"29558",97626,83415480,123,149
"29559",97626,83415480,123,49
"29560",97626,83415480,123,33
"29561",97626,83415480,123,133
"29562",97626,83415480,123,77
"29563",97626,83415480,123,45
"29564",97626,83415480,123,87
"29565",97626,83415480,123,87
"29566",172146,83415480,123,118
"29567",172146,83415480,123,149
"29568",172146,83415480,123,49
"29569",172146,83415480,123,33
"29570",172146,83415480,123,133
"29571",172146,83415480,123,77
"29572",172146,83415480,123,45
"29573",172146,83415480,123,87
"29574",172146,83415480,123,87
"29575",232731,83415480,123,118
"29576",232731,83415480,123,149
"29577",232731,83415480,123,49
"29578",232731,83415480,123,33
"29579",232731,83415480,123,133
"29580",232731,83415480,123,77
"29581",232731,83415480,123,45
"29582",232731,83415480,123,87
"29583",232731,83415480,123,87
"29584",380432,83415480,123,118
"29585",380432,83415480,123,149
"29586",380432,83415480,123,49
"29587",380432,83415480,123,33
"29588",380432,83415480,123,133
"29589",380432,83415480,123,77
"29590",380432,83415480,123,45
"29591",380432,83415480,123,87
"29592",380432,83415480,123,87
"29593",40735,83416440,90,80
"29594",40735,83416440,90,104
"29595",40735,83416440,90,85
"29596",40735,83416440,90,94
"29597",40735,83416440,90,113
"29598",40735,83416440,90,24
"29599",40735,83416440,90,90
"29600",40735,83416440,90,24
"29601",40735,83416440,90,90
"29602",45394,83416440,90,80
"29603",45394,83416440,90,104
"29604",45394,83416440,90,85
"29605",45394,83416440,90,94
"29606",45394,83416440,90,113
"29607",45394,83416440,90,24
"29608",45394,83416440,90,90
"29609",45394,83416440,90,24
"29610",45394,83416440,90,90
"29611",60185,83416440,90,80
"29612",60185,83416440,90,104
"29613",60185,83416440,90,85
"29614",60185,83416440,90,94
"29615",60185,83416440,90,113
"29616",60185,83416440,90,24
"29617",60185,83416440,90,90
"29618",60185,83416440,90,24
"29619",60185,83416440,90,90
"29620",236363,83417520,44,44
"29621",40734,83419680,90,90
"29622",40734,83419680,90,90
"29623",40733,83420700,90,90
"29624",273850,83430360,112,69
"29625",273850,83430360,112,28
"29626",273850,83430360,112,21
"29627",273850,83430360,112,46
"29628",273850,83430360,112,34
"29629",273850,83430360,112,112
"29630",273850,83430360,112,112
"29631",273851,83431020,112,112
"29632",273851,83431020,112,69
"29633",273851,83431020,112,28
"29634",273851,83431020,112,21
"29635",273851,83431020,112,46
"29636",273851,83431020,112,34
"29637",273851,83431020,112,120
"29638",273851,83431020,112,112
"29639",273851,83431020,112,69
"29640",273851,83431020,112,28
"29641",273851,83431020,112,21
"29642",273851,83431020,112,46
"29643",273851,83431020,112,34
"29644",273851,83431020,112,120
"29645",366955,83431020,112,112
"29646",366955,83431020,112,69
"29647",366955,83431020,112,28
"29648",366955,83431020,112,21
"29649",366955,83431020,112,46
"29650",366955,83431020,112,34
"29651",366955,83431020,112,120
"29652",366955,83431020,112,112
"29653",366955,83431020,112,69
"29654",366955,83431020,112,28
"29655",366955,83431020,112,21
"29656",366955,83431020,112,46
"29657",366955,83431020,112,34
"29658",366955,83431020,112,120
"29659",174943,83437320,122,133
"29660",174943,83437320,122,133
"29661",379458,83519700,118,123
"29662",71340,83559960,90,90
"29663",71340,83559960,90,130
"29664",71340,83559960,90,90
"29665",71340,83559960,90,130
"29666",380433,83560380,123,118
"29667",295397,83565960,89,89
"29668",295397,83565960,89,125
"29669",295397,83565960,89,4
"29670",295397,83565960,89,118
"29671",378015,83565960,89,89
"29672",378015,83565960,89,125
"29673",378015,83565960,89,4
"29674",378015,83565960,89,118
"29675",283770,83566020,73,38
"29676",283770,83566020,73,109
"29677",57590,83567400,34,89
"29678",295405,83567520,89,34
"29679",204803,83567760,30,54
"29680",58303,83568060,30,21
"29681",58303,83568060,30,34
"29682",46436,83568300,80,104
"29683",46436,83568300,80,94
"29684",46436,83568300,80,113
"29685",46435,83568480,80,113
"29686",57589,83568480,34,89
"29687",299163,83568480,34,89
"29688",295409,83569680,89,34
"29689",397484,83570640,73,109
"29690",397484,83570640,73,109
"29691",379459,83571180,118,4
"29692",379459,83571180,118,89
"29693",379459,83571180,118,89
"29694",267537,83571540,9,20
"29695",267537,83571540,9,93
"29696",267537,83571540,9,136
"29697",267537,83571540,9,1
"29698",267537,83571540,9,124
"29699",267537,83571540,9,42
"29700",267537,83571540,9,74
"29701",267537,83571540,9,9
"29702",295420,83572320,89,118
"29703",295420,83572320,89,4
"29704",380435,83572320,89,118
"29705",380435,83572320,89,4
"29706",283772,83574720,73,109
"29707",283772,83574720,73,38
"29708",397488,83574720,73,109
"29709",397488,83574720,73,38
"29710",267538,83575560,9,20
"29711",267538,83575560,9,93
"29712",267538,83575560,9,1
"29713",267538,83575560,9,124
"29714",267538,83575560,9,42
"29715",267538,83575560,9,9
"29716",299174,83575740,125,89
"29717",377415,83575740,125,89
"29718",235142,83575920,81,44
"29719",295421,83576340,89,125
"29720",377416,83576340,125,45
"29721",46432,83577300,80,8
"29722",46432,83577300,80,147
"29723",267539,83578020,9,20
"29724",267539,83578020,9,93
"29725",267539,83578020,9,1
"29726",267539,83578020,9,124
"29727",267539,83578020,9,42
"29728",267539,83578020,9,9
"29729",299180,83582940,106,89
"29730",295425,83583360,89,106
"29731",47554,83584080,147,80
"29732",295426,83584080,89,30
"29733",295426,83584080,89,30
"29734",295430,83584740,89,125
"29735",46431,83584800,80,147
"29736",402645,83586000,26,12
"29737",295434,83587620,89,125
"29738",295434,83587620,89,125
"29739",71348,83589420,90,130
"29740",71348,83589420,90,90
"29741",71348,83589420,90,90
"29742",278346,83590800,128,106
"29743",299184,83591460,125,89
"29744",46430,83591640,80,94
"29745",394231,83599200,133,77
"29746",299191,83600700,125,89
"29747",295437,83601480,89,33
"29748",295437,83601480,89,141
"29749",295437,83601480,89,141
"29750",295438,83601480,89,125
"29751",295438,83601480,89,125
"29752",299193,83601840,141,89
"29753",299195,83602200,141,89
"29754",236362,83603340,44,44
"29755",402840,83603400,134,138
"29756",402840,83603400,134,129
"29757",402840,83603400,134,75
"29758",402840,83603400,134,112
"29759",402840,83603400,134,34
"29760",402840,83603400,134,26
"29761",402840,83603400,134,126
"29762",274080,83603760,89,89
"29763",274080,83603760,89,67
"29764",274080,83603760,89,125
"29765",274080,83603760,89,112
"29766",274080,83603760,89,6
"29767",274080,83603760,89,64
"29768",274080,83603760,89,106
"29769",274080,83603760,89,72
"29770",274080,83603760,89,128
"29771",274080,83603760,89,2
"29772",274080,83603760,89,131
"29773",274080,83603760,89,33
"29774",274080,83603760,89,118
"29775",274080,83603760,89,30
"29776",287028,83603760,89,89
"29777",287028,83603760,89,67
"29778",287028,83603760,89,125
"29779",287028,83603760,89,112
"29780",287028,83603760,89,6
"29781",287028,83603760,89,64
"29782",287028,83603760,89,106
"29783",287028,83603760,89,72
"29784",287028,83603760,89,128
"29785",287028,83603760,89,2
"29786",287028,83603760,89,131
"29787",287028,83603760,89,33
"29788",287028,83603760,89,118
"29789",287028,83603760,89,30
"29790",207920,83603820,54,54
"29791",295441,83603820,89,125
"29792",295442,83605020,89,125
"29793",402006,83619360,124,42
"29794",283777,83653500,73,109
"29795",283777,83653500,73,38
"29796",397497,83653500,73,109
"29797",397497,83653500,73,38
"29798",397502,83655360,73,106
"29799",295448,83655480,89,125
"29800",295448,83655480,89,125
"29801",275008,83658540,61,2
"29802",287031,83658540,61,2
"29803",283779,83659380,73,109
"29804",283779,83659380,73,38
"29805",397506,83659380,73,109
"29806",397506,83659380,73,38
"29807",291418,83660460,109,73
"29808",266509,83661900,69,21
"29809",286669,83662080,2,35
"29810",256915,83662260,15,35
"29811",45393,83662800,90,80
"29812",45393,83662800,90,24
"29813",299207,83662980,141,89
"29814",283781,83663460,64,38
"29815",295452,83666100,89,141
"29816",295452,83666100,89,141
"29817",295454,83668740,89,131
"29818",295454,83668740,89,131
"29819",392454,83668740,89,131
"29820",392454,83668740,89,131
"29821",402397,83672160,129,26
"29822",402397,83672160,129,26
"29823",295460,83673480,89,131
"29824",364492,83674620,16,27
"29825",283782,83674860,109,73
"29826",283782,83674860,109,38
"29827",283782,83674860,109,14
"29828",336017,83674860,109,73
"29829",336017,83674860,109,38
"29830",336017,83674860,109,14
"29831",278348,83675040,128,68
"29832",284054,83675040,128,68
"29833",275682,83675760,35,61
"29834",390244,83675760,35,61
"29835",382020,83675880,27,16
"29836",295462,83675940,89,125
"29837",364494,83676240,16,27
"29838",382980,83676240,16,27
"29839",297183,83676540,30,89
"29840",297183,83676540,30,89
"29841",295467,83679540,89,141
"29842",295467,83679540,89,34
"29843",295467,83679540,89,131
"29844",177735,83680440,126,140
"29845",177735,83680440,126,138
"29846",177735,83680440,126,138
"29847",402398,83680860,129,26
"29848",402398,83680860,129,26
"29849",178261,83681520,138,126
"29850",46428,83683740,80,135
"29851",46428,83683740,80,122
"29852",46428,83683740,80,133
"29853",46428,83683740,80,23
"29854",299218,83685780,125,89
"29855",377429,83685780,125,89
"29856",287036,83686440,6,106
"29857",287036,83686440,6,128
"29858",287036,83686440,6,64
"29859",287036,83686440,6,2
"29860",287036,83686440,6,131
"29861",299220,83689020,125,89
"29862",295469,83689860,89,141
"29863",295469,83689860,89,34
"29864",295469,83689860,89,131
"29865",392455,83689860,89,141
"29866",392455,83689860,89,34
"29867",392455,83689860,89,131
"29868",297343,83690160,141,89
"29869",322376,83734140,59,59
"29870",297184,83738940,30,34
"29871",297184,83738940,30,89
"29872",297184,83738940,30,34
"29873",297184,83738940,30,89
"29874",295476,83740080,89,125
"29875",299225,83742960,125,89
"29876",377434,83742960,125,89
"29877",295479,83743620,89,125
"29878",295480,83744040,89,118
"29879",295480,83744040,89,125
"29880",295480,83744040,89,6
"29881",295480,83744040,89,6
"29882",380451,83744040,89,118
"29883",380451,83744040,89,125
"29884",380451,83744040,89,6
"29885",380451,83744040,89,6
"29886",278350,83745120,128,68
"29887",284055,83745120,128,68
"29888",379461,83745840,118,89
"29889",360855,83747820,57,35
"29890",256916,83747940,15,35
"29891",390486,83747940,15,35
"29892",283785,83755980,73,109
"29893",283785,83755980,73,14
"29894",283785,83755980,73,38
"29895",283785,83755980,73,109
"29896",283785,83755980,73,14
"29897",283785,83755980,73,38
"29898",336020,83755980,73,109
"29899",336020,83755980,73,14
"29900",336020,83755980,73,38
"29901",336020,83755980,73,109
"29902",336020,83755980,73,14
"29903",336020,83755980,73,38
"29904",397515,83755980,73,109
"29905",397515,83755980,73,14
"29906",397515,83755980,73,38
"29907",397515,83755980,73,109
"29908",397515,83755980,73,14
"29909",397515,83755980,73,38
"29910",283786,83757420,109,73
"29911",283786,83757420,109,14
"29912",283786,83757420,109,38
"29913",283786,83757420,109,14
"29914",283786,83757420,109,38
"29915",283787,83757540,109,73
"29916",283787,83757540,109,14
"29917",283787,83757540,109,38
"29918",283787,83757540,109,14
"29919",283787,83757540,109,38
"29920",295485,83759100,89,6
"29921",295485,83759100,89,6
"29922",295487,83761680,89,89
"29923",295487,83761680,89,118
"29924",295487,83761680,89,125
"29925",295487,83761680,89,6
"29926",295487,83761680,89,6
"29927",46414,83763240,80,135
"29928",46414,83763240,80,135
"29929",46413,83763540,80,135
"29930",297185,83764260,30,89
"29931",324273,83764260,59,59
"29932",324273,83764260,59,59
"29933",295490,83764380,89,30
"29934",380462,83764680,123,87
"29935",380462,83764680,123,118
"29936",380462,83764680,123,149
"29937",380462,83764680,123,49
"29938",380462,83764680,123,33
"29939",380462,83764680,123,133
"29940",380462,83764680,123,77
"29941",380462,83764680,123,45
"29942",380462,83764680,123,118
"29943",380462,83764680,123,149
"29944",380462,83764680,123,49
"29945",380462,83764680,123,33
"29946",380462,83764680,123,133
"29947",380462,83764680,123,77
"29948",380462,83764680,123,45
"29949",297126,83767080,30,89
"29950",297126,83767080,30,54
"29951",297126,83767080,30,54
"29952",324275,83767860,59,59
"29953",324275,83767860,59,59
"29954",295492,83774460,89,141
"29955",295493,83774880,89,141
"29956",295493,83774880,89,141
"29957",295498,83828220,89,141
"29958",295501,83828520,89,103
"29959",295501,83828520,89,103
"29960",377438,83830800,125,89
"29961",266720,83952180,112,45
"29962",266720,83952180,112,89
"29963",266720,83952180,112,89
"29964",274047,83952180,112,45
"29965",274047,83952180,112,89
"29966",274047,83952180,112,89
"29967",366958,83952180,112,45
"29968",366958,83952180,112,89
"29969",366958,83952180,112,89
"29970",379463,83998920,118,123
"29971",295516,83999760,89,106
"29972",295516,83999760,89,106
"29973",46410,84000060,80,135
"29974",390254,84000360,35,99
"29975",295518,84001320,89,89
"29976",295518,84001320,89,89
"29977",46407,84002160,80,23
"29978",46407,84002160,80,135
"29979",46407,84002160,80,122
"29980",46404,84002580,80,94
"29981",46404,84002580,80,113
"29982",397523,84003900,73,106
"29983",46402,84004500,80,135
"29984",46403,84004500,80,135
"29985",195775,84004680,104,54
"29986",46401,84005220,80,135
"29987",46400,84006000,80,135
"29988",291000,84006000,73,109
"29989",397524,84006000,73,109
"29990",295522,84007500,89,141
"29991",71366,84007620,90,90
"29992",71366,84007620,90,130
"29993",71366,84007620,90,90
"29994",71366,84007620,90,130
"29995",336025,84007740,73,14
"29996",397525,84007740,73,14
"29997",291001,84007980,73,109
"29998",291001,84007980,73,14
"29999",336026,84007980,73,109
"30000",336026,84007980,73,14
"30001",397526,84007980,73,109
"30002",397526,84007980,73,14
"30003",266511,84013560,69,112
"30004",273866,84014040,112,27
"30005",381973,84014040,112,27
"30006",397528,84014700,73,109
"30007",291436,84015300,109,73
"30008",291436,84015300,109,14
"30009",336027,84015300,109,73
"30010",336027,84015300,109,14
"30011",255096,84017940,151,46
"30012",271182,84018540,3,44
"30013",295526,84018840,89,125
"30014",380472,84019440,123,118
"30015",380472,84019440,123,149
"30016",380472,84019440,123,49
"30017",380472,84019440,123,33
"30018",380472,84019440,123,133
"30019",380472,84019440,123,77
"30020",380472,84019440,123,45
"30021",380472,84019440,123,87
"30022",380472,84019440,123,87
"30023",2165,84020040,78,142
"30024",2165,84020040,78,80
"30025",45382,84020040,78,142
"30026",45382,84020040,78,80
"30027",295527,84020220,89,46
"30028",382021,84021420,27,34
"30029",382021,84021420,27,112
"30030",382021,84021420,27,112
"30031",291002,84023220,73,109
